"","date","value_predict"
"1",2015-01-01,199.139381286616
"2",2015-01-02,198.887823064047
"3",2015-01-03,199.701810887045
"4",2015-01-04,200.720940203196
"5",2015-01-05,199.311126157128
"6",2015-01-06,202.834121544017
"7",2015-01-07,199.305034586794
"8",2015-01-08,200.498254048638
"9",2015-01-09,201.419907571776
"10",2015-01-10,199.216474158355
"11",2015-01-11,201.643901470205
"12",2015-01-12,201.701594504
"13",2015-01-13,204.353085933676
"14",2015-01-14,201.056663456921
"15",2015-01-15,200.001506013355
"16",2015-01-16,200.408682203721
"17",2015-01-17,202.910191965295
"18",2015-01-18,202.35014667416
"19",2015-01-19,201.482876338189
"20",2015-01-20,205.390829694874
"21",2015-01-21,202.154052668098
"22",2015-01-22,204.765015543483
"23",2015-01-23,204.749620296614
"24",2015-01-24,203.018783210359
"25",2015-01-25,201.092234205884
"26",2015-01-26,202.585475135126
"27",2015-01-27,199.47761815639
"28",2015-01-28,204.018611506384
"29",2015-01-29,198.311713434883
"30",2015-01-30,201.970510217237
"31",2015-01-31,199.735595662867
"32",2015-02-01,196.746568132235
"33",2015-02-02,201.762596035638
"34",2015-02-03,198.854757629443
"35",2015-02-04,196.979344991184
"36",2015-02-05,197.568156826984
"37",2015-02-06,196.228714509744
"38",2015-02-07,197.91690069835
"39",2015-02-08,194.487901396261
"40",2015-02-09,194.820585040495
"41",2015-02-10,198.415891342477
"42",2015-02-11,193.853380958497
"43",2015-02-12,196.303576343044
"44",2015-02-13,198.098565983005
"45",2015-02-14,194.576912539816
"46",2015-02-15,197.106813496837
"47",2015-02-16,194.964128364519
"48",2015-02-17,194.566061424346
"49",2015-02-18,197.593871989937
"50",2015-02-19,195.121204704409
"51",2015-02-20,199.927124139553
"52",2015-02-21,195.707543039819
"53",2015-02-22,195.288137117004
"54",2015-02-23,194.738375598481
"55",2015-02-24,195.26122389637
"56",2015-02-25,195.177438263646
"57",2015-02-26,196.857276778373
"58",2015-02-27,196.174751321662
"59",2015-02-28,193.556640689057
"60",2015-03-01,194.807369471109
"61",2015-03-02,196.511300983034
"62",2015-03-03,193.86597898772
"63",2015-03-04,197.026536481358
"64",2015-03-05,192.011863049328
"65",2015-03-06,195.340831553743
"66",2015-03-07,196.823583533103
"67",2015-03-08,195.002845922959
"68",2015-03-09,192.817489823634
"69",2015-03-10,196.405305807758
"70",2015-03-11,195.324586963806
"71",2015-03-12,199.013883003154
"72",2015-03-13,194.66550879923
"73",2015-03-14,192.302571797126
"74",2015-03-15,195.665452617259
"75",2015-03-16,196.268171245358
"76",2015-03-17,192.791412919477
"77",2015-03-18,189.375377565696
"78",2015-03-19,193.76591934829
"79",2015-03-20,193.334743804623
"80",2015-03-21,194.547924819661
"81",2015-03-22,193.189989038333
"82",2015-03-23,191.473141010005
"83",2015-03-24,190.978410098692
"84",2015-03-25,191.832708493817
"85",2015-03-26,188.511400306706
"86",2015-03-27,187.685183361394
"87",2015-03-28,189.189904081968
"88",2015-03-29,189.422078385257
"89",2015-03-30,189.681112016844
"90",2015-03-31,189.274083298582
"91",2015-04-01,188.68333833857
"92",2015-04-02,189.61150541124
"93",2015-04-03,191.248205172848
"94",2015-04-04,186.408331760201
"95",2015-04-05,188.983060413424
"96",2015-04-06,188.561607210362
"97",2015-04-07,189.510936701784
"98",2015-04-29,187.517190421317
"99",2015-04-30,188.068441336846
"100",2015-05-01,191.478597676389
"101",2015-05-02,186.90291879821
"102",2015-05-03,192.228783979165
"103",2015-05-04,190.11978847447
"104",2015-05-05,188.908847593397
"105",2015-05-06,186.72645738392
"106",2015-05-07,190.289908909138
"107",2015-05-08,188.729896378967
"108",2015-05-09,188.345385523655
"109",2015-05-10,191.820518615907
"110",2015-05-11,188.557663226466
"111",2015-05-12,188.8195757239
"112",2015-05-13,190.094761262279
"113",2015-05-14,191.870187578222
"114",2015-05-15,190.868885745622
"115",2015-05-16,190.135226308849
"116",2015-05-17,192.491182427462
"117",2015-05-18,190.044840394455
"118",2015-05-19,193.340391855801
"119",2015-05-20,194.450364466956
"120",2015-05-21,197.059160448291
"121",2015-05-22,192.345482098188
"122",2015-05-23,195.128279857013
"123",2015-05-24,192.715093227366
"124",2015-05-25,195.521871842757
"125",2015-05-26,194.549203527359
"126",2015-05-27,194.745139150328
"127",2015-05-28,197.806789885351
"128",2015-05-29,192.694632918985
"129",2015-05-30,195.99521282241
"130",2015-05-31,195.801127621287
"131",2015-06-01,195.788439816653
"132",2015-06-02,199.611495948024
"133",2015-06-03,197.509836527309
"134",2015-06-04,200.956988359261
"135",2015-06-05,195.858371799001
"136",2015-06-06,197.55075124598
"137",2015-06-07,195.233711328201
"138",2015-06-08,195.730131242985
"139",2015-06-09,196.879687282524
"140",2015-06-10,194.716998595494
"141",2015-06-11,196.118381118525
"142",2015-06-12,194.751076243598
"143",2015-06-13,196.344937864749
"144",2015-06-14,197.228261939963
"145",2015-06-15,194.799001767794
"146",2015-06-16,198.90303105388
"147",2015-06-17,198.555810489918
"148",2015-06-18,193.17995767778
"149",2015-06-19,194.354663593262
"150",2015-06-20,196.86105499131
"151",2015-06-21,199.518156697114
"152",2015-06-22,199.214655795902
"153",2015-06-23,198.451149683953
"154",2015-06-24,194.898346597576
"155",2015-06-25,197.499386544804
"156",2015-06-26,195.05728652112
"157",2015-06-27,196.332776117783
"158",2015-06-28,193.628341366656
"159",2015-06-29,193.203331794555
"160",2015-06-30,192.960932188432
"161",2015-07-01,196.751900504637
"162",2015-07-02,193.129783192688
"163",2015-07-03,194.901125268955
"164",2015-07-04,193.394809371201
"165",2015-07-05,192.503941622808
"166",2015-07-06,192.045683325272
"167",2015-07-07,194.086756132406
"168",2015-07-08,191.480682047967
"169",2015-07-09,191.606371536889
"170",2015-07-10,192.958203459418
"171",2015-07-11,196.177194956069
"172",2015-07-12,193.740162910023
"173",2015-07-13,190.843040807717
"174",2015-07-14,190.929791132742
"175",2015-07-15,189.781463261239
"176",2015-07-16,191.892802384504
"177",2015-07-17,190.121636706483
"178",2015-07-18,192.431181527936
"179",2015-07-19,191.948490173847
"180",2015-07-20,190.840572985808
"181",2015-07-21,193.695861365732
"182",2015-07-22,193.786288788385
"183",2015-07-23,189.870228656263
"184",2015-07-24,186.651125718835
"185",2015-07-25,190.015063481077
"186",2015-07-26,190.730404292931
"187",2015-07-27,190.836422624198
"188",2015-07-28,188.949404675118
"189",2015-07-29,190.614878929457
"190",2015-07-30,189.199286441324
"191",2015-07-31,189.258063121507
"192",2015-08-01,188.165478167919
"193",2015-08-02,187.265095506705
"194",2015-08-03,188.214048725593
"195",2015-08-04,190.335938550328
"196",2015-08-05,186.798507211841
"197",2015-08-06,188.560359236326
"198",2015-08-07,186.458686853751
"199",2015-08-08,183.722913956953
"200",2015-08-09,190.187712967089
"201",2015-08-10,187.697100410879
"202",2015-08-11,189.575164530768
"203",2015-08-12,185.294889970196
"204",2015-08-13,184.424722448845
"205",2015-08-14,191.823703332376
"206",2015-08-15,186.734994385219
"207",2015-08-16,187.991613923075
"208",2015-08-17,184.110717408256
"209",2015-08-18,188.418431625159
"210",2015-08-19,186.9531168971
"211",2015-08-20,184.920758694347
"212",2015-08-21,186.127112498184
"213",2015-08-22,184.968074527604
"214",2015-08-23,185.81095371935
"215",2015-08-24,188.424542459844
"216",2015-08-25,188.27876493771
"217",2015-08-26,188.283474433301
"218",2015-08-27,183.575238984519
"219",2015-08-28,189.875218798275
"220",2015-08-29,189.53885867172
"221",2015-08-30,188.361994320271
"222",2015-08-31,189.88161352061
"223",2015-09-01,191.168406842941
"224",2015-09-02,191.881028845609
"225",2015-09-03,190.922277375808
"226",2015-09-04,191.808980870091
"227",2015-09-05,195.121974988809
"228",2015-09-06,194.768118632296
"229",2015-09-07,192.103094175699
"230",2015-09-08,191.959333792293
"231",2015-09-09,193.724101391562
"232",2015-09-10,192.956255038822
"233",2015-09-11,190.283498271598
"234",2015-09-12,189.843269669632
"235",2015-09-13,186.883011201826
"236",2015-09-14,192.252696927809
"237",2015-09-15,191.018274845456
"238",2015-09-16,190.822570666739
"239",2015-09-17,192.355347682335
"240",2015-09-18,190.150352818412
"241",2015-09-19,192.627797468741
"242",2015-09-20,190.809219761476
"243",2015-09-21,190.527210907968
"244",2015-09-22,190.932726953801
"245",2015-09-23,191.351809812403
"246",2015-09-24,192.546115290107
"247",2015-09-25,191.173076925657
"248",2015-09-26,193.002843422213
"249",2015-09-27,190.385975779551
"250",2015-09-28,190.428133358924
"251",2015-09-29,194.871362163773
"252",2015-09-30,192.156764078367
"253",2015-10-01,192.523682060463
"254",2015-10-02,188.787298371184
"255",2015-10-03,191.402831966683
"256",2015-10-04,192.205053286009
"257",2015-10-05,189.949609416815
"258",2015-10-06,191.178077904876
"259",2015-10-07,189.520607097773
"260",2015-10-08,190.010896361198
"261",2015-10-09,190.992290445039
"262",2015-10-10,188.475815649368
"263",2015-10-11,190.76185891205
"264",2015-10-12,188.919135958349
"265",2015-10-13,190.054857177214
"266",2015-10-14,187.292360311995
"267",2015-10-15,192.445673151444
"268",2015-10-16,190.10732396223
"269",2015-10-17,191.097869583571
"270",2015-10-18,193.077857408571
"271",2015-10-19,187.260333662458
"272",2015-10-20,191.375595513151
